Calculated dynamic hourly prices form wholesale prices ,,,
EUR/kWh ,,,
Eurostat/Ember ,,,
country,cons_size,hour,Value
Hungary,small,16,0.09652318
Hungary,small,17,0.109511389
Hungary,small,18,0.122014111
Hungary,small,19,0.134233749
Hungary,small,20,0.126953239
Hungary,small,21,0.109588496
Hungary,small,22,0.097685929
Hungary,small,23,0.085538844
Ireland,large,0,0.275522866
Ireland,large,1,0.264635914
Ireland,large,2,0.253267933
Ireland,large,3,0.2479518
Ireland,large,4,0.24976921
Ireland,large,5,0.261268982
Ireland,large,6,0.296008047
Ireland,large,7,0.340515065
Ireland,large,8,0.366286158
Ireland,large,9,0.368205206
Ireland,large,10,0.352082086
Ireland,large,11,0.333774462
Ireland,large,12,0.326100074
Ireland,large,13,0.311787902
Ireland,large,14,0.303346603
Ireland,large,15,0.311692655
Ireland,large,16,0.348199943
Ireland,large,17,0.391744206
Ireland,large,18,0.406305855
Ireland,large,19,0.391110405
Ireland,large,20,0.361863308
Ireland,large,21,0.337707042
Ireland,large,22,0.29667853
Ireland,large,23,0.293152227
Ireland,medium,0,0.266620541
Ireland,medium,1,0.256085354
Ireland,medium,2,0.245084679
Ireland,medium,3,0.239940315
Ireland,medium,4,0.241699003
Ireland,medium,5,0.252827209
Ireland,medium,6,0.286443833
Ireland,medium,7,0.3295128
Ireland,medium,8,0.354451212
Ireland,medium,9,0.356308254
Ireland,medium,10,0.340706083
Ireland,medium,11,0.32298999
Ireland,medium,12,0.315563566
Ireland,medium,13,0.30171383
Ireland,medium,14,0.293545275
Ireland,medium,15,0.301621661
Ireland,medium,16,0.336949374
Ireland,medium,17,0.379086694
Ireland,medium,18,0.393177846
Ireland,medium,19,0.378473371
Ireland,medium,20,0.350171267
Ireland,medium,21,0.326795505
Ireland,medium,22,0.287092652
Ireland,medium,23,0.283680286
Ireland,small,0,0.227540152
Ireland,small,1,0.218549179
Ireland,small,2,0.209160949
Ireland,small,3,0.204770629
Ireland,small,4,0.206271534
Ireland,small,5,0.215768603
Ireland,small,6,0.244457809
Ireland,small,7,0.281213864
Ireland,small,8,0.302496883
Ireland,small,9,0.304081727
Ireland,small,10,0.290766472
Ireland,small,11,0.275647147
Ireland,small,12,0.269309265
Ireland,small,13,0.257489579
Ireland,small,14,0.250518345
Ireland,small,15,0.257410919
Ireland,small,16,0.28756041
Ireland,small,17,0.323521375
Ireland,small,18,0.335547091
Ireland,small,19,0.322997951
Ireland,small,20,0.298844279
Ireland,small,21,0.278894862
Ireland,small,22,0.245011526
Ireland,small,23,0.242099334
Italy,large,0,0.309977756
Italy,large,1,0.294959067
Italy,large,2,0.28413769
Italy,large,3,0.277973137
Italy,large,4,0.278468756
Italy,large,5,0.292431329
Italy,large,6,0.326662633
Italy,large,7,0.361756474
Italy,large,8,0.38136471
Italy,large,9,0.355873087
Italy,large,10,0.321075926
Italy,large,11,0.302109427
Italy,large,12,0.280858626
Italy,large,13,0.270972493
Italy,large,14,0.281797113
Italy,large,15,0.30003845
Italy,large,16,0.326682943
Italy,large,17,0.355302928
Italy,large,18,0.38863016
Italy,large,19,0.429669235
Italy,large,20,0.410881012
Italy,large,21,0.373491656
Italy,large,22,0.338412695
Italy,large,23,0.315800284
Italy,medium,0,0.323689969
Italy,medium,1,0.308006912
Italy,medium,2,0.29670684
Italy,medium,3,0.290269591
Italy,medium,4,0.290787133
Italy,medium,5,0.305367356
Italy,medium,6,0.341112921
Italy,medium,7,0.377759178
Italy,medium,8,0.398234806
Italy,medium,9,0.371615532
Italy,medium,10,0.335279079
Italy,medium,11,0.315473576
Italy,medium,12,0.293282722
Italy,medium,13,0.282959265
Italy,medium,14,0.294262725
Italy,medium,15,0.313310987
Italy,medium,16,0.341134129
Italy,medium,17,0.371020152
Italy,medium,18,0.40582165
Italy,medium,19,0.448676135
Italy,medium,20,0.429056794
Italy,medium,21,0.390013479
Italy,medium,22,0.35338276
Italy,medium,23,0.329770064
Italy,small,0,0.35202249
Italy,small,1,0.334966698
Italy,small,2,0.322677532
Italy,small,3,0.315676832
Italy,small,4,0.316239675
Italy,small,5,0.332096102
Italy,small,6,0.37097047
Italy,small,7,0.410824366
Italy,small,8,0.433092222
Italy,small,9,0.404142968
Italy,small,10,0.364625993
Italy,small,11,0.343086917
Italy,small,12,0.318953703
Italy,small,13,0.307726635
Italy,small,14,0.320019485
Italy,small,15,0.340735038
Italy,small,16,0.370993534
Italy,small,17,0.403495474
Italy,small,18,0.441343141
Italy,small,19,0.487948671
Italy,small,20,0.466612053
Italy,small,21,0.424151283
Italy,small,22,0.384314285
Italy,small,23,0.358634774
Latvia,large,0,0.19084093
Latvia,large,1,0.197413971
Latvia,large,2,0.177641264
Latvia,large,3,0.165509364
Latvia,large,4,0.163877245
Latvia,large,5,0.182503058
Latvia,large,6,0.222766001
Latvia,large,7,0.284440288
Latvia,large,8,0.334692321
Latvia,large,9,0.339661287
Latvia,large,10,0.300666203
Latvia,large,11,0.275396483
Latvia,large,12,0.251266912
Latvia,large,13,0.24363376
Latvia,large,14,0.22894204
Latvia,large,15,0.233173391
Latvia,large,16,0.257427793
Latvia,large,17,0.283419589
Latvia,large,18,0.32448275
Latvia,large,19,0.348463767
Latvia,large,20,0.363660115
Latvia,large,21,0.331855706
Latvia,large,22,0.29107275
Latvia,large,23,0.240981018
Latvia,medium,0,0.202442836
Latvia,medium,1,0.209415475
Latvia,medium,2,0.188440715
Latvia,medium,3,0.175571273
Latvia,medium,4,0.173839932
Latvia,medium,5,0.193598075
Latvia,medium,6,0.236308747
Latvia,medium,7,0.301732435
Latvia,medium,8,0.35503947
Latvia,medium,9,0.360310517
Latvia,medium,10,0.318944782
Latvia,medium,11,0.292138825
Latvia,medium,12,0.266542331
Latvia,medium,13,0.258445132
Latvia,medium,14,0.242860249
Latvia,medium,15,0.247348839
Latvia,medium,16,0.273077753
Latvia,medium,17,0.300649684
Latvia,medium,18,0.344209222
Latvia,medium,19,0.369648132
Latvia,medium,20,0.38576832
Latvia,medium,21,0.352030407
Latvia,medium,22,0.308768108
Latvia,medium,23,0.25563112
Latvia,small,0,0.2210962
Latvia,small,1,0.228711308
Latvia,small,2,0.205803903
Latvia,small,3,0.191748653
Latvia,small,4,0.189857784
Latvia,small,5,0.21143647
Latvia,small,6,0.258082562
Latvia,small,7,0.32953448
Latvia,small,8,0.387753299
Latvia,small,9,0.393510027
Latvia,small,10,0.348332796
Latvia,small,11,0.319056901
Latvia,small,12,0.291101911
Latvia,small,13,0.282258625
Latvia,small,14,0.265237729
Latvia,small,15,0.270139904
Latvia,small,16,0.298239516
Latvia,small,17,0.328351962
Latvia,small,18,0.375925137
Latvia,small,19,0.403708023
Latvia,small,20,0.421313548
Latvia,small,21,0.384466977
Latvia,small,22,0.33721843
Latvia,small,23,0.279185326
Lithuania,large,0,0.169598945
Lithuania,large,1,0.174462304
Lithuania,large,2,0.157224695
Lithuania,large,3,0.146533223
Lithuania,large,4,0.144710378
Lithuania,large,5,0.161190105
Lithuania,large,6,0.196164303
Lithuania,large,7,0.250693475
Lithuania,large,8,0.29520482
Lithuania,large,9,0.300091535
Lithuania,large,10,0.265237573
Lithuania,large,11,0.242471411
Lithuania,large,12,0.220806941
Lithuania,large,13,0.213879532
Lithuania,large,14,0.201095532
Lithuania,large,15,0.20526961
Lithuania,large,16,0.226477688
Lithuania,large,17,0.248907693
Lithuania,large,18,0.285391069
Lithuania,large,19,0.309044067
Lithuania,large,20,0.32415182
Lithuania,large,21,0.296092056
Lithuania,large,22,0.256516864
Lithuania,large,23,0.213401181
Lithuania,medium,0,0.176420685
Lithuania,medium,1,0.181479662
Lithuania,medium,2,0.163548708
Lithuania,medium,3,0.152427196
Lithuania,medium,4,0.150531031
Lithuania,medium,5,0.167673618
Lithuania,medium,6,0.204054575
Lithuania,medium,7,0.260777062
Lithuania,medium,8,0.307078777
Lithuania,medium,9,0.312162048
Lithuania,medium,10,0.275906164
Lithuania,medium,11,0.252224284
Lithuania,medium,12,0.229688408
Lithuania,medium,13,0.22248236
Lithuania,medium,14,0.209184152
Lithuania,medium,15,0.213526123
Lithuania,medium,16,0.235587248
Lithuania,medium,17,0.258919451
Lithuania,medium,18,0.296870289
Lithuania,medium,19,0.321474677
Lithuania,medium,20,0.337190105
Lithuania,medium,21,0.308001699
Lithuania,medium,22,0.266834683
Lithuania,medium,23,0.221984768
Lithuania,small,0,0.184956606
Lithuania,small,1,0.190260355
Lithuania,small,2,0.171461832
Lithuania,small,3,0.159802218
Lithuania,small,4,0.157814309
Lithuania,small,5,0.175786322
Lithuania,small,6,0.213927531
Lithuania,small,7,0.273394473
Lithuania,small,8,0.321936445
Lithuania,small,9,0.327265665
Lithuania,small,10,0.28925558
Lithuania,small,11,0.264427878
Lithuania,small,12,0.240801628
Lithuania,small,13,0.233246924
Lithuania,small,14,0.219305297
Lithuania,small,15,0.223857349
Lithuania,small,16,0.246985878
Lithuania,small,17,0.271446983
Lithuania,small,18,0.311234031
Lithuania,small,19,0.337028875
Lithuania,small,20,0.353504677
Lithuania,small,21,0.322904022
Lithuania,small,22,0.279745185
Lithuania,small,23,0.232725256
Luxembourg,large,0,0.147316048
Luxembourg,large,1,0.137427556
Luxembourg,large,2,0.131816421
Luxembourg,large,3,0.127699314
Luxembourg,large,4,0.129225576
Luxembourg,large,5,0.140992421
Luxembourg,large,6,0.170509469
Luxembourg,large,7,0.19518842
Luxembourg,large,8,0.19505163
Luxembourg,large,9,0.176479574
Luxembourg,large,10,0.156061125
Luxembourg,large,11,0.141894813
Luxembourg,large,12,0.128261578
Luxembourg,large,13,0.117694675
Luxembourg,large,14,0.116963802
Luxembourg,large,15,0.128823287
Luxembourg,large,16,0.149354605
Luxembourg,large,17,0.180142484
Luxembourg,large,18,0.207153985
Luxembourg,large,19,0.224827204
Luxembourg,large,20,0.215289462
Luxembourg,large,21,0.193525367
Luxembourg,large,22,0.178267641
Luxembourg,large,23,0.15758711
Luxembourg,medium,0,0.175392856
Luxembourg,medium,1,0.163619727
Luxembourg,medium,2,0.156939172
Luxembourg,medium,3,0.15203739
Luxembourg,medium,4,0.153854541
Luxembourg,medium,5,0.167864016
Luxembourg,medium,6,0.203006687
Luxembourg,medium,7,0.232389173
Luxembourg,medium,8,0.232226311
Luxembourg,medium,9,0.210114628
Luxembourg,medium,10,0.185804648
Luxembourg,medium,11,0.168938394
Luxembourg,medium,12,0.152706815
Luxembourg,medium,13,0.140125977
Luxembourg,medium,14,0.139255808
Luxembourg,medium,15,0.153375579
Luxembourg,medium,16,0.177819939
Luxembourg,medium,17,0.214475647
Luxembourg,medium,18,0.246635241
Luxembourg,medium,19,0.26767678
Luxembourg,medium,20,0.256321251
Luxembourg,medium,21,0.23040916
Luxembourg,medium,22,0.21224348
Luxembourg,medium,23,0.187621469
Luxembourg,small,0,0.214892216
Luxembourg,small,1,0.200467719
Luxembourg,small,2,0.19228267
Luxembourg,small,3,0.186276981
Luxembourg,small,4,0.188503364
Luxembourg,small,5,0.205667843
Luxembourg,small,6,0.248724822
Luxembourg,small,7,0.284724393
Luxembourg,small,8,0.284524854
Luxembourg,small,9,0.257433508
Luxembourg,small,10,0.227648797
Luxembourg,small,11,0.206984177
Luxembourg,small,12,0.187097164
Luxembourg,small,13,0.171683058
Luxembourg,small,14,0.170616922
Luxembourg,small,15,0.187916538
Luxembourg,small,16,0.217865891
Luxembourg,small,17,0.26277665
Luxembourg,small,18,0.302178748
Luxembourg,small,19,0.327958948
Luxembourg,small,20,0.314046096
Luxembourg,small,21,0.282298472
Luxembourg,small,22,0.260041788
Luxembourg,small,23,0.229874775
Malta,large,0,0.1387
Malta,large,1,0.1387
Malta,large,2,0.1387
Malta,large,3,0.1387
Malta,large,4,0.1387
Malta,large,5,0.1387
Malta,large,6,0.1387
Malta,large,7,0.1387
Malta,large,8,0.1387
Malta,large,9,0.1387
Malta,large,10,0.1387
Malta,large,11,0.1387
Malta,large,12,0.1387
Malta,large,13,0.1387
Malta,large,14,0.1387
Malta,large,15,0.1387
Malta,large,16,0.1387
Malta,large,17,0.1387
Malta,large,18,0.1387
Malta,large,19,0.1387
Malta,large,20,0.1387
Malta,large,21,0.1387
Malta,large,22,0.1387
Malta,large,23,0.1387
Malta,medium,0,0.127
Malta,medium,1,0.127
Malta,medium,2,0.127
Malta,medium,3,0.127
Malta,medium,4,0.127
Malta,medium,5,0.127
Malta,medium,6,0.127
Malta,medium,7,0.127
Malta,medium,8,0.127
Malta,medium,9,0.127
Malta,medium,10,0.127
Malta,medium,11,0.127
Malta,medium,12,0.127
Malta,medium,13,0.127
Malta,medium,14,0.127
Malta,medium,15,0.127
Malta,medium,16,0.127
Malta,medium,17,0.127
Malta,medium,18,0.127
Malta,medium,19,0.127
Malta,medium,20,0.127
Malta,medium,21,0.127
Malta,medium,22,0.127
Malta,medium,23,0.127
Malta,small,0,0.14625
Malta,small,1,0.14625
Malta,small,2,0.14625
Malta,small,3,0.14625
Malta,small,4,0.14625
Malta,small,5,0.14625
Malta,small,6,0.14625
Malta,small,7,0.14625
Malta,small,8,0.14625
Malta,small,9,0.14625
Malta,small,10,0.14625
Malta,small,11,0.14625
Malta,small,12,0.14625
Malta,small,13,0.14625
Malta,small,14,0.14625
Malta,small,15,0.14625
Malta,small,16,0.14625
Malta,small,17,0.14625
Malta,small,18,0.14625
Malta,small,19,0.14625
Malta,small,20,0.14625
Malta,small,21,0.14625
Malta,small,22,0.14625
Malta,small,23,0.14625
Netherlands,large,0,0.362068375
Netherlands,large,1,0.332546552
Netherlands,large,2,0.316162316
Netherlands,large,3,0.302128887
Netherlands,large,4,0.299979574
Netherlands,large,5,0.321776395
Netherlands,large,6,0.382516178
Netherlands,large,7,0.44663998
Netherlands,large,8,0.46804625
Netherlands,large,9,0.426798377
Netherlands,large,10,0.366719269
Netherlands,large,11,0.322447901
Netherlands,large,12,0.279839858
Netherlands,large,13,0.250947612
Netherlands,large,14,0.254156515
Netherlands,large,15,0.286458086
Netherlands,large,16,0.340092793
Netherlands,large,17,0.427034294
Netherlands,large,18,0.493733239
Netherlands,large,19,0.53286515
Netherlands,large,20,0.511310037
Netherlands,large,21,0.46361787
Netherlands,large,22,0.429394646
Netherlands,large,23,0.383604722
Netherlands,medium,0,0.291409623
Netherlands,medium,1,0.267649075
Netherlands,medium,2,0.254462272
Netherlands,medium,3,0.24316751
Netherlands,medium,4,0.241437642
Netherlands,medium,5,0.258980747
Netherlands,medium,6,0.307866975
Netherlands,medium,7,0.35947682
Netherlands,medium,8,0.376705592
Netherlands,medium,9,0.343507367
Netherlands,medium,10,0.295152881
Netherlands,medium,11,0.259521206
Netherlands,medium,12,0.225228253
Netherlands,medium,13,0.201974417
Netherlands,medium,14,0.204557093
Netherlands,medium,15,0.230554914
Netherlands,medium,16,0.273722644
Netherlands,medium,17,0.343697244
Netherlands,medium,18,0.397379686
Netherlands,medium,19,0.428874884
Netherlands,medium,20,0.411526318
Netherlands,medium,21,0.373141423
Netherlands,medium,22,0.345596966
Netherlands,medium,23,0.308743086
Netherlands,small,0,0.143672795
Netherlands,small,1,0.131958205
Netherlands,small,2,0.125456756
Netherlands,small,3,0.119888134
Netherlands,small,4,0.119035262
Netherlands,small,5,0.127684485
Netherlands,small,6,0.151786713
Netherlands,small,7,0.177231757
Netherlands,small,8,0.185726006
Netherlands,small,9,0.169358386
Netherlands,small,10,0.145518322
Netherlands,small,11,0.127950947
Netherlands,small,12,0.111043597
Netherlands,small,13,0.099578829
Netherlands,small,14,0.100852158
Netherlands,small,15,0.113669784
Netherlands,small,16,0.134952638
Netherlands,small,17,0.169452001
Netherlands,small,18,0.195918891
Netherlands,small,19,0.211446872
Netherlands,small,20,0.202893562
Netherlands,small,21,0.183968775
Netherlands,small,22,0.170388615
Netherlands,small,23,0.152218659
Poland,large,0,0.189470289
Poland,large,1,0.182081886
Poland,large,2,0.179909314
Poland,large,3,0.179963331
Poland,large,4,0.18011797
Poland,large,5,0.186273381
Poland,large,6,0.215714002
Poland,large,7,0.231812367
Poland,large,8,0.232702522
Poland,large,9,0.217473384
Poland,large,10,0.199035648
Poland,large,11,0.193157053
Poland,large,12,0.189804932
Poland,large,13,0.190669044
Poland,large,14,0.195314124
Poland,large,15,0.209128388
Poland,large,16,0.226564595
Poland,large,17,0.247458035
Poland,large,18,0.261712574
Poland,large,19,0.271647074
Poland,large,20,0.264992621
Poland,large,21,0.238913359
Poland,large,22,0.222004324
Poland,large,23,0.198570738
Poland,medium,0,0.168508531
Poland,medium,1,0.161937532
Poland,medium,2,0.16000532
Poland,medium,3,0.160053361
Poland,medium,4,0.160190892
Poland,medium,5,0.165665308
Poland,medium,6,0.19184881
Poland,medium,7,0.206166157
Poland,medium,8,0.206957831
Poland,medium,9,0.193413546
Poland,medium,10,0.17701564
Poland,medium,11,0.171787415
Poland,medium,12,0.168806151
Poland,medium,13,0.169574664
Poland,medium,14,0.173705842
Poland,medium,15,0.185991785
Poland,medium,16,0.201498965
Poland,medium,17,0.22008089
Poland,medium,18,0.2327584
Poland,medium,19,0.241593812
Poland,medium,20,0.235675564
Poland,medium,21,0.212481542
Poland,medium,22,0.197443212
Poland,medium,23,0.176602165
Poland,small,0,0.175495783
Poland,small,1,0.168652317
Poland,small,2,0.166639985
Poland,small,3,0.166690017
Poland,small,4,0.166833251
Poland,small,5,0.172534666
Poland,small,6,0.199803874
Poland,small,7,0.214714894
Poland,small,8,0.215539395
Poland,small,9,0.201433492
Poland,small,10,0.184355643
Poland,small,11,0.178910628
Poland,small,12,0.175805745
Poland,small,13,0.176606124
Poland,small,14,0.180908603
Poland,small,15,0.193703986
Poland,small,16,0.209854175
Poland,small,17,0.229206605
Poland,small,18,0.242409792
Poland,small,19,0.251611566
Poland,small,20,0.245447916
Poland,small,21,0.221292147
Poland,small,22,0.20563025
Poland,small,23,0.183925023
Portugal,large,0,0.210585096
Portugal,large,1,0.200176152
Portugal,large,2,0.194879989
Portugal,large,3,0.191159337
Portugal,large,4,0.198307963
Portugal,large,5,0.218930555
Portugal,large,6,0.243321702
Portugal,large,7,0.249529325
Portugal,large,8,0.224125519
Portugal,large,9,0.192892965
Portugal,large,10,0.178968402
Portugal,large,11,0.17201757
Portugal,large,12,0.165839623
Portugal,large,13,0.158042933
Portugal,large,14,0.155358695
Portugal,large,15,0.164546261
Portugal,large,16,0.189497364
Portugal,large,17,0.219749171
Portugal,large,18,0.258107782
Portugal,large,19,0.286782565
Portugal,large,20,0.283921061
Portugal,large,21,0.263441583
Portugal,large,22,0.240477833
Portugal,large,23,0.22772635
Portugal,medium,0,0.215921367
Portugal,medium,1,0.205248659
Portugal,medium,2,0.19981829
Portugal,medium,3,0.196003356
Portugal,medium,4,0.20333313
Portugal,medium,5,0.224478303
Portugal,medium,6,0.249487527
Portugal,medium,7,0.255852452
Portugal,medium,8,0.229804908
Portugal,medium,9,0.197780915
Portugal,medium,10,0.1835035
Portugal,medium,11,0.176376532
Portugal,medium,12,0.170042035
Portugal,medium,13,0.162047775
Portugal,medium,14,0.159295517
Portugal,medium,15,0.168715899
Portugal,medium,16,0.194299268
Portugal,medium,17,0.225317663
Portugal,medium,18,0.264648289
Portugal,medium,19,0.294049697
Portugal,medium,20,0.291115682
Portugal,medium,21,0.27011725
Portugal,medium,22,0.246571593
Portugal,medium,23,0.233496984
Portugal,small,0,0.232770151
Portugal,small,1,0.22126463
Portugal,small,2,0.215410518
Portugal,small,3,0.211297897
Portugal,small,4,0.219199628
Portugal,small,5,0.241994802
Portugal,small,6,0.268955546
Portugal,small,7,0.27581714
Portugal,small,8,0.247737053
Portugal,small,9,0.213214162
Portugal,small,10,0.197822652
Portugal,small,11,0.190139552
Portugal,small,12,0.183310761
Portugal,small,13,0.174692693
Portugal,small,14,0.171725671
Portugal,small,15,0.181881144
Portugal,small,16,0.209460836
Portugal,small,17,0.242899659
Portugal,small,18,0.285299334
Portugal,small,19,0.316994993
Portugal,small,20,0.313832031
Portugal,small,21,0.291195049
Portugal,small,22,0.265812077
Portugal,small,23,0.25171723
Romania,large,0,0.197905376
Romania,large,1,0.188249336
Romania,large,2,0.169541908
Romania,large,3,0.159525416
Romania,large,4,0.151593908
Romania,large,5,0.158141482
Romania,large,6,0.18054763
Romania,large,7,0.218607576
Romania,large,8,0.247115642
Romania,large,9,0.244046995
Romania,large,10,0.212681751
Romania,large,11,0.186772941
Romania,large,12,0.172389975
Romania,large,13,0.166397672
Romania,large,14,0.160184566
Romania,large,15,0.171037705
Romania,large,16,0.199855211
Romania,large,17,0.236698654
Romania,large,18,0.268798074
Romania,large,19,0.300495312
Romania,large,20,0.326883974
Romania,large,21,0.305462501
Romania,large,22,0.260554707
Romania,large,23,0.227360997
Romania,medium,0,0.170272967
Romania,medium,1,0.161965145
Romania,medium,2,0.145869729
Romania,medium,3,0.137251783
Romania,medium,4,0.130427707
Romania,medium,5,0.136061081
Romania,medium,6,0.155338785
Romania,medium,7,0.188084636
Romania,medium,8,0.212612281
Romania,medium,9,0.209972092
Romania,medium,10,0.1829862
Romania,medium,11,0.160694891
Romania,medium,12,0.148320137
Romania,medium,13,0.143164506
Romania,medium,14,0.1378189
Romania,medium,15,0.147156677
Romania,medium,16,0.171950557
Romania,medium,17,0.203649759
Romania,medium,18,0.231267318
Romania,medium,19,0.258538849
Romania,medium,20,0.281243012
Romania,medium,21,0.262812498
Romania,medium,22,0.224174926
Romania,medium,23,0.195615866
Romania,small,0,0.148507406
Romania,small,1,0.141261552
Romania,small,2,0.127223572
Romania,small,3,0.119707237
Romania,small,4,0.113755465
Romania,small,5,0.118668738
Romania,small,6,0.135482223
Romania,small,7,0.164042255
Romania,small,8,0.185434593
Romania,small,9,0.183131893
Romania,small,10,0.159595539
Romania,small,11,0.140153671
Romania,small,12,0.129360751
Romania,small,13,0.124864151
Romania,small,14,0.12020186
Romania,small,15,0.128346013
Romania,small,16,0.149970554
Romania,small,17,0.177617728
Romania,small,18,0.201705004
Romania,small,19,0.225490485
Romania,small,20,0.245292432
Romania,small,21,0.229217844
Romania,small,22,0.195519215
Romania,small,23,0.170610787
Slovakia,large,0,0.144940272
Slovakia,large,1,0.133990372
Slovakia,large,2,0.127719915
Slovakia,large,3,0.123120727
Slovakia,large,4,0.126397113
Slovakia,large,5,0.139766123
Slovakia,large,6,0.16839746
Slovakia,large,7,0.190400514
Slovakia,large,8,0.189268716
Slovakia,large,9,0.17104298
Slovakia,large,10,0.151663508
Slovakia,large,11,0.141361541
Slovakia,large,12,0.134255576
Slovakia,large,13,0.128756591
Slovakia,large,14,0.132605271
Slovakia,large,15,0.146881447
Slovakia,large,16,0.165307971
Slovakia,large,17,0.188931811
Slovakia,large,18,0.212522067
Slovakia,large,19,0.228560144
Slovakia,large,20,0.218440754
Slovakia,large,21,0.192102403
Slovakia,large,22,0.175283918
Slovakia,large,23,0.153486225
Slovakia,medium,0,0.162909128
Slovakia,medium,1,0.150601722
Slovakia,medium,2,0.14355389
Slovakia,medium,3,0.138384522
Slovakia,medium,4,0.142067095
Slovakia,medium,5,0.157093517
Slovakia,medium,6,0.189274402
Slovakia,medium,7,0.214005267
Slovakia,medium,8,0.212733156
Slovakia,medium,9,0.192247898
Slovakia,medium,10,0.170465871
Slovakia,medium,11,0.158886726
Slovakia,medium,12,0.150899805
Slovakia,medium,13,0.144719088
Slovakia,medium,14,0.149044904
Slovakia,medium,15,0.165090958
Slovakia,medium,16,0.185801896
Slovakia,medium,17,0.212354483
Slovakia,medium,18,0.238869322
Slovakia,medium,19,0.256895707
Slovakia,medium,20,0.245521773
Slovakia,medium,21,0.215918147
Slovakia,medium,22,0.197014603
Slovakia,medium,23,0.172514559
Slovakia,small,0,0.182747084
Slovakia,small,1,0.168940967
Slovakia,small,2,0.161034898
Slovakia,small,3,0.15523604
Slovakia,small,4,0.159367051
Slovakia,small,5,0.176223288
Slovakia,small,6,0.212322941
Slovakia,small,7,0.240065361
Slovakia,small,8,0.238638341
Slovakia,small,9,0.215658529
Slovakia,small,10,0.191224036
Slovakia,small,11,0.178234862
Slovakia,small,12,0.169275348
Slovakia,small,13,0.162341986
Slovakia,small,14,0.167194571
Slovakia,small,15,0.185194603
Slovakia,small,16,0.208427577
Slovakia,small,17,0.238213556
Slovakia,small,18,0.26795719
Slovakia,small,19,0.288178705
Slovakia,small,20,0.275419731
Slovakia,small,21,0.242211178
Slovakia,small,22,0.22100569
Slovakia,small,23,0.193522199
Slovenia,large,0,0.155774459
Slovenia,large,1,0.143882202
Slovenia,large,2,0.138231295
Slovenia,large,3,0.132259924
Slovenia,large,4,0.135011329
Slovenia,large,5,0.148883247
Slovenia,large,6,0.17867814
Slovenia,large,7,0.20211316
Slovenia,large,8,0.20157801
Slovenia,large,9,0.182563527
Slovenia,large,10,0.163477104
Slovenia,large,11,0.152232986
Slovenia,large,12,0.144681796
Slovenia,large,13,0.138035933
Slovenia,large,14,0.139981257
Slovenia,large,15,0.15703318
Slovenia,large,16,0.175903421
Slovenia,large,17,0.199905341
Slovenia,large,18,0.224634416
Slovenia,large,19,0.243101821
Slovenia,large,20,0.23063391
Slovenia,large,21,0.204099761
Slovenia,large,22,0.187203648
Slovenia,large,23,0.166344446
Slovenia,medium,0,0.172606838
Slovenia,medium,1,0.159429551
Slovenia,medium,2,0.153168028
Slovenia,medium,3,0.146551415
Slovenia,medium,4,0.149600125
Slovenia,medium,5,0.164970988
Slovenia,medium,6,0.197985401
Slovenia,medium,7,0.223952717
Slovenia,medium,8,0.223359742
Slovenia,medium,9,0.202290628
Slovenia,medium,10,0.1811418
Slovenia,medium,11,0.168682687
Slovenia,medium,12,0.160315545
Slovenia,medium,13,0.152951556
Slovenia,medium,14,0.155107084
Slovenia,medium,15,0.174001571
Slovenia,medium,16,0.194910856
Slovenia,medium,17,0.22150633
Slovenia,medium,18,0.248907533
Slovenia,medium,19,0.269370453
Slovenia,medium,20,0.255555308
Slovenia,medium,21,0.226153983
Slovenia,medium,22,0.207432142
Slovenia,medium,23,0.184318977
Slovenia,small,0,0.200660803
Slovenia,small,1,0.185341798
Slovenia,small,2,0.178062584
Slovenia,small,3,0.170370565
Slovenia,small,4,0.173914786
Slovenia,small,5,0.191783891
Slovenia,small,6,0.23016417
Slovenia,small,7,0.26035198
Slovenia,small,8,0.259662628
Slovenia,small,9,0.235169129
Slovenia,small,10,0.210582961
Slovenia,small,11,0.196098856
Slovenia,small,12,0.186371794
Slovenia,small,13,0.177810928
Slovenia,small,14,0.180316797
Slovenia,small,15,0.202282223
Slovenia,small,16,0.226589916
Slovenia,small,17,0.25750798
Slovenia,small,18,0.289362727
Slovenia,small,19,0.313151507
Slovenia,small,20,0.297090972
Slovenia,small,21,0.26291102
Slovenia,small,22,0.241146299
Slovenia,small,23,0.214276528
Spain,large,0,0.238129557
Spain,large,1,0.220643891
Spain,large,2,0.2097535
Spain,large,3,0.204263162
Spain,large,4,0.200317116
Spain,large,5,0.207761579
Spain,large,6,0.229543671
Spain,large,7,0.255849522
Spain,large,8,0.26248887
Spain,large,9,0.233372119
Spain,large,10,0.198764893
Spain,large,11,0.179090113
Spain,large,12,0.170871781
Spain,large,13,0.164251331
Spain,large,14,0.156495872
Spain,large,15,0.151886173
Spain,large,16,0.162787047
Spain,large,17,0.192061952
Spain,large,18,0.226381426
Spain,large,19,0.27105303
Spain,large,20,0.300847228
Spain,large,21,0.297790442
Spain,large,22,0.27604794
Spain,large,23,0.252016038
Spain,medium,0,0.25490747
Spain,medium,1,0.236189815
Spain,medium,2,0.224532119
Spain,medium,3,0.218654948
Spain,medium,4,0.214430875
Spain,medium,5,0.222399853
Spain,medium,6,0.245716647
Spain,medium,7,0.273875932
Spain,medium,8,0.280983069
Spain,medium,9,0.249814837
Spain,medium,10,0.212769287
Spain,medium,11,0.191708279
